overall_qual_liv_area_sqrt,overall_qual_liv_area,quality_and_age_square,overall_qual_squared,quality_and_age,house_total_sq_sqrt,house_total_sq,exter_qual_num,gr_liv_area,kitchen_qual_num,garage_total,bsmt_qual_num,year_remod_or_built,year_remod_or_built_sq,1st_flr_sf
89.19641248391103,7956,144720900,36,12030,51.49757275833493,2652.0,3,1326,4,776.0,4.0,4020025,16160601000625,1326
98.14275317108238,9632,252682816,64,15896,48.938737212968626,2395.0,3,1204,3,922.0,4.0,3948169,15588038452561,1204
98.31581764904364,9666,138862656,36,11784,48.8978527135906,2391.0,3,1611,3,884.0,3.0,3857296,14878732431616,798
61.96773353931867,3840,62094400,16,7880,43.81780460041329,1920.0,3,960,3,1152.0,3.0,3880900,15061384810000,960
78.61297602813418,6180,99600400,25,9980,48.02082881417188,2306.0,3,1236,4,447.0,3.0,3906172,15258179693584,1236
84.14273587185052,7080,100701225,25,10035,47.24404724407086,2232.0,3,1416,4,1152.0,3.0,3849426,14818080529476,1416
114.50327506233174,13111,193655056,49,13916,52.933921071464184,2802.0,4,1873,4,1238.0,4.0,3952144,15619442196736,946
103.15037566582102,10640,95062500,25,9750,56.28498911788115,3168.0,3,2128,3,0.0,3.0,3747900,14046754410000,1088
106.68645649753299,11382,196784784,49,14028,48.88762624632127,2390.0,4,1626,4,948.0,4.0,4014012,16112292336144,764
63.874877690685246,4080,95746225,25,9785,40.39801975344831,1632.0,3,816,3,308.0,3.0,3829849,14667743362801,816
74.56540752922899,5560,97614400,25,9880,40.59556626036888,1648.0,3,1112,3,336.0,4.0,3904576,15245713739776,536
88.1873006730561,7777,186322500,49,13650,41.02438299353203,1683.0,3,1111,3,288.0,3.0,3755700,14105282490000,572
92.98386956886662,8646,140849424,36,11868,47.916594202843754,2296.0,3,1441,3,880.0,3.0,3912484,15307531050256,855
60.794736614282655,3696,60840000,16,7800,39.949968710876355,1596.0,3,924,2,280.0,4.0,3784950,14325846502500,672
75.03332592921628,5630,98406400,25,9920,46.75467891024384,2186.0,3,1126,3,1012.0,4.0,3936256,15494111297536,1126
70.42726744663604,4960,95452900,25,9770,37.05401462729781,1373.0,3,992,3,319.0,2.0,3818116,14578009789456,992
90.86253353280438,8256,136890000,36,11700,46.3033476111609,2144.0,3,1376,4,1152.0,3.0,3744000,14017536000000,752
92.33634170791044,8526,197964900,49,14070,49.35585071701227,2436.0,4,1218,4,1352.0,4.0,4038090,16306170848100,1218
90.66421565314509,8220,99500625,25,9975,48.703182647543684,2372.0,3,1644,4,312.0,3.0,3874290,15010123004100,888
105.86311916810311,11207,191711716,49,13846,53.59104402789705,2872.0,3,1601,3,956.0,4.0,3912484,15307531050256,1601
132.15521177766695,17465,195804049,49,13993,61.70899448216605,3808.0,3,2495,3,684.0,3.0,3778110,14274115172100,1313
95.15250916292223,9054,144432324,36,12018,47.8748368143433,2292.0,4,1509,4,786.0,4.0,4010006,16080148120036,807
73.89181280764467,5460,96236100,25,9810,46.73328578219169,2184.0,3,1092,3,288.0,3.0,3849444,14818219109136,1092
130.09996156801893,16926,194825764,49,13958,61.065538563088104,3729.0,4,2418,4,2949.0,4.0,3974042,15793009817764,1325
76.95453203028396,5922,139854276,36,11826,38.34057902536163,1470.0,3,987,3,264.0,3.0,3884841,15091989595281,483
66.96267617113283,4484,64256256,16,8016,47.34976240700686,2242.0,3,1121,3,880.0,4.0,4014012,16112292336144,1121
86.11620056644394,7416,143424576,36,11976,46.34652090502587,2148.0,3,1236,3,1846.0,3.0,3906172,15258179693584,1236
73.28028384224504,5370,97515625,25,9875,46.151923036857305,2130.0,3,1074,3,990.0,4.0,3900625,15214875390625,1074
27.073972741361768,733,3810304,1,1952,27.073972741361768,733.0,2,733,2,974.0,3.5861723446893787,3810304,14518416572416,733
111.24747188138704,12376,196588441,49,14021,51.49757275833493,2652.0,4,1768,4,1086.0,4.0,4012009,16096216216081,884
94.13819628609845,8862,196981225,49,14035,50.22947341949744,2523.0,4,1266,4,906.0,4.0,4020025,16160601000625,1266
151.57836257197133,22976,256000000,64,16000,67.49074010558782,4555.0,4,2872,4,1082.0,4.0,3984000,15872256000000,2129
108.22199406774946,11712,257795136,64,16056,54.30469592954186,2949.0,4,1464,4,2262.0,4.0,4028049,16225178746401,1464
122.87798826478239,15099,189392644,49,13762,55.50675634551167,3081.0,3,2157,4,974.0,3.0,3865156,14939430904336,1216
143.5548675594109,20608,257538304,64,16048,61.72519744804386,3810.0,5,2576,5,1998.0,5.0,4024036,16192865729296,1264
158.6883738652583,25182,325946916,81,18054,64.77653896280658,4196.0,4,2798,5,2010.0,5.0,4022030,16176725320900,1414
118.08471535300409,13944,249892864,64,15808,52.04805471869242,2709.0,4,1743,4,1058.0,4.0,3904576,15245713739776,1743
96.9639108122192,9402,140707044,36,11862,55.98214000911362,3134.0,3,1567,4,1428.0,3.0,3908529,15276598943841,1567
97.92854537876073,9590,191324224,49,13832,49.59838707054898,2460.0,3,1370,3,958.0,4.0,3904576,15245713739776,1370
114.76062042355818,13170,96924025,25,9845,62.30569797378086,3882.0,3,2634,3,3872.0,3.0,3876961,15030826595521,1338
112.78297743897348,12720,257538304,64,16048,56.213877290220786,3160.0,4,1590,5,2262.0,5.0,4022030,16176725320900,1590
100.74720839804942,10150,197767969,49,14063,53.85164807134504,2900.0,4,1450,4,2364.0,4.0,4034072,16273736901184,1450
89.59910713840847,8028,136890000,36,11700,46.58325879540846,2170.0,3,1338,3,1056.0,2.0,3734250,13944623062500,846
100.9554357129917,10192,197374401,49,14049,46.73328578219169,2184.0,4,1456,4,800.0,4.0,4028049,16225178746401,728
154.66091943344964,23920,401200900,100,20030,69.16646586316233,4784.0,5,2392,5,2904.0,5.0,4012009,16096216216081,2392
62.99206299209449,3968,62094400,16,7880,39.01281840626232,1522.0,3,992,3,297.0,4.0,3880900,15061384810000,530
141.66862743741115,20070,403206400,100,20080,54.99090833947008,3024.0,5,2007,5,2436.0,5.0,4032064,16257540100096,1026
129.20913280414817,16695,195608196,49,13986,58.74521257089806,3451.0,4,2385,4,1800.0,4.0,3992004,15936095936016,1108
107.34057946554975,11522,186322500,49,13650,50.635955604688654,2564.0,3,1646,3,240.0,3.0,3784950,14325846502500,918
100.9554357129917,10192,197374401,49,14049,46.73328578219169,2184.0,4,1456,4,800.0,4.0,4028049,16225178746401,728
72.11102550927978,5200,98010000,25,9900,39.59797974644666,1568.0,3,1040,3,1248.0,3.0,3833280,14694035558400,548
125.47509713086498,15744,136890000,36,11700,63.198101237299845,3994.0,3,2624,3,2592.0,4.0,3740100,13988348010000,1370
79.49842765740716,6320,97713225,25,9885,48.29078587059855,2332.0,3,1264,3,1056.0,3.0,3884805,15091709888025,1264
104.3982758478319,10899,196784784,49,14028,54.13871073455665,2931.0,4,1557,4,840.0,4.0,4014012,16112292336144,1557
87.87491109526086,7722,140707044,36,11862,47.37087712930804,2244.0,3,1287,3,1082.0,4.0,3908529,15276598943841,1287
77.61443164772902,6024,139712400,36,11820,44.81071300481616,2008.0,3,1004,3,960.0,3.0,3880900,15061384810000,1004
90.18869108707588,8134,197374401,49,14049,48.2078831727758,2324.0,4,1162,4,966.0,4.0,4028049,16225178746401,1162
100.25966287595426,10052,197767969,49,14063,53.59104402789705,2872.0,4,1436,4,1058.0,5.0,4034072,16273736901184,1436
69.2820323027551,4800,100300225,25,10015,43.81780460041329,1920.0,3,960,4,300.0,3.0,3931889,15459751108321,960
77.33045971672482,5980,96825600,25,9840,48.908077042549934,2392.0,3,1196,3,336.0,4.0,3873024,15000314904576,1196
100.75713374248,10152,257281600,64,16040,50.24937810560445,2525.0,4,1269,4,860.0,4.0,4018020,16144484720400,1269
71.79832867135558,5155,100500625,25,10025,45.40925015897091,2062.0,4,1031,4,230.0,3.0,3913760,15317517337600,1031
53.665631459994955,2880,63872064,16,7992,34.17601498127012,1168.0,3,720,2,280.0,2.0,3796200,14411134440000,448
95.0263121456368,9030,137311524,36,11718,54.86346689738081,3010.0,3,1505,3,1010.0,3.0,3814209,14548190295681,1505
69.06518659932803,4770,95062500,25,9750,43.289721643826724,1874.0,3,954,2,240.0,2.0,3779100,14281596810000,954
94.86832980505137,9000,144865296,36,12036,47.43416490252569,2250.0,3,1500,4,1128.0,4.0,4022030,16176725320900,750
72.4568837309472,5250,96138025,25,9805,45.8257569495584,2100.0,3,1050,3,368.0,3.0,3845521,14788031761441,1050
146.61514246489003,21496,254466304,64,15952,68.9129886160802,4749.0,4,2687,4,1236.0,4.0,3976036,15808862273296,2079
86.6717947200818,7512,140422500,36,11850,53.422841556772326,2854.0,3,1252,3,1128.0,4.0,3871000,14984641000000,1252
100.0499875062461,10010,196000000,49,14000,42.59107887809371,1814.0,3,1430,3,800.0,4.0,3998000,15984004000000,774
